,Published Date,Account,Account Type,Campaign Name,Total Impressions,Total Engagements,Media Type,Engagement_Rate
1801,2023-02-17 15:39:22.579,DOTA2,TWITTER,N/A ,740,6,Photo,0.8108108108108109
1802,2023-02-17 15:38:37.568,General ,TWITTER,Community Engagement ,41103,362,Photo,0.8807143030922316
1803,2023-02-17 15:34:44.611,DOTA2,TWITTER,N/A ,3497,208,Photo,5.947955390334572
1804,2023-02-17 15:33:50.737,DOTA2,TWITTER,N/A ,580,3,Text,0.5172413793103449
1805,2023-02-17 15:31:01.595,General ,TWITTER,Community Engagement ,20682,165,Video,0.7977951842181608
1806,2023-02-17 15:30:02.272,General ,TWITTER,Community Engagement ,14159,89,Photo,0.6285754643689526
1807,2023-02-17 15:23:27.728,DOTA2,TWITTER,N/A ,687,8,Text,1.1644832605531297
1808,2023-02-17 15:20:11.000,General ,INSTAGRAM,Community Engagement ,3348,0,Photo,0.0
1809,2023-02-17 15:17:27.070,DOTA2,TWITTER,N/A ,647,12,Text,1.8547140649149922
1810,2023-02-17 14:58:22.000,General ,FBPAGE,N/A ,11920,278,Photo,2.3322147651006713
1811,2023-02-17 14:58:19.232,DOTA2,TWITTER,N/A ,494,4,Link,0.8097165991902834
1812,2023-02-17 14:57:34.426,General ,TWITTER,Community Engagement ,54308,302,Photo,0.5560875009206746
1813,2023-02-17 14:55:18.000,General ,INSTAGRAM,Community Engagement ,3506,0,Video,0.0
1814,2023-02-17 14:53:07.000,Valorant,YOUTUBE,Evil Exhibited ,639,17,Video,2.660406885758998
1815,2023-02-17 14:49:07.037,DOTA2,TWITTER,N/A ,743,7,Text,0.9421265141318977
1816,2023-02-17 14:42:16.000,General ,INSTAGRAM,Community Engagement ,3787,0,Photo,0.0
1818,2023-02-17 14:01:31.064,General ,TWITTER,Community Engagement ,31857,788,Photo,2.473553693065888
1819,2023-02-17 13:00:01.286,DOTA2,TWITTER,N/A ,1063,71,Photo,6.679209783631232
1820,2023-02-17 13:00:01.000,General ,FBPAGE,N/A ,29498,1896,Photo,6.427554410468507
1821,2023-02-17 12:58:05.072,DOTA2,TWITTER,N/A ,315,2,Text,0.6349206349206349
1822,2023-02-17 12:23:43.483,General ,TWITTER,Community Engagement ,17485,173,Photo,0.9894195024306548
1823,2023-02-17 12:00:33.000,General ,INSTAGRAM,Evergreen ,10917,190,Video,1.7404048731336448
1824,2023-02-17 12:00:06.000,General ,TIKTOK_BUSINESS,Evergreen ,1652,109,Video,6.598062953995157
1826,2023-02-17 11:56:10.157,DOTA2,TWITTER,N/A ,578,9,Text,1.5570934256055362
1827,2023-02-17 11:55:27.000,General ,INSTAGRAM,Evil Exhibited ,4062,0,Photo,0.0
1829,2023-02-17 11:37:19.604,DOTA2,TWITTER,N/A ,8760,1139,Photo,13.00228310502283
1830,2023-02-17 11:27:24.683,DOTA2,TWITTER,N/A ,1480,64,Text,4.324324324324325
1831,2023-02-17 11:13:36.000,Content Creators,YOUTUBE,N/A ,128,3,Video,2.34375
1832,2023-02-17 10:58:22.993,DOTA2,TWITTER,N/A ,62,1,Text,1.6129032258064515
1839,2023-02-17 10:32:10.000,General ,FBPAGE,Community Engagement ,25472,2871,Photo,11.271199748743719
1840,2023-02-17 10:32:09.371,DOTA2,TWITTER,Community Engagement ,4274,262,Photo,6.130088909686476
1841,2023-02-17 09:00:46.000,General ,INSTAGRAM,Evil Exhibited ,296,21,Video,7.094594594594595
1842,2023-02-17 09:00:40.878,DOTA2,TWITTER,N/A ,897,3,Text,0.33444816053511706
1843,2023-02-17 09:00:18.273,DOTA2,TWITTER,N/A ,750,37,Video,4.933333333333334
1844,2023-02-17 09:00:07.000,General ,TIKTOK_BUSINESS,Evil Exhibited ,752,41,Video,5.452127659574469
1845,2023-02-17 09:00:06.726,General ,YOUTUBE,Evil Exhibited ,352,7,Video,1.9886363636363635
1846,2023-02-17 08:57:55.777,General ,TWITTER,Evergreen ,52350,6162,Video,11.770773638968482
1847,2023-02-17 08:57:43.000,General ,FBPAGE,Evergreen ,61643,8074,Video,13.09799977288581
1848,2023-02-17 08:56:52.126,DOTA2,TWITTER,Evil Exhibited ,347,2,Text,0.5763688760806917
1849,2023-02-17 06:49:11.291,DOTA2,TWITTER,Evil Exhibited ,112,8,Photo,7.142857142857142
1850,2023-02-17 06:44:02.619,DOTA2,TWITTER,Evil Exhibited ,1015,10,Text,0.9852216748768473
1851,2023-02-17 05:31:02.000,General ,FBPAGE,Community Engagement ,40838,5106,Text,12.503060874675548
1852,2023-02-17 05:28:21.854,DOTA2,TWITTER,N/A ,2429,68,Text,2.799505969534788
1854,2023-02-16 17:15:09.979,DOTA2,TWITTER,N/A ,389,4,Text,1.0282776349614395
1855,2023-02-16 15:49:22.258,DOTA2,TWITTER,N/A ,1439,38,Photo,2.640722724113968
1856,2023-02-16 15:22:07.828,General ,TWITTER,Community Engagement ,1938,51,Video,2.631578947368421
1857,2023-02-16 15:14:20.030,DOTA2,TWITTER,N/A ,24,2,Text,8.333333333333332
1858,2023-02-16 15:12:53.789,General ,TWITTER,Community Engagement ,2594,79,Video,3.0454895913646878
1859,2023-02-16 15:09:36.892,General ,TWITTER,Community Engagement ,1979,46,Video,2.3244062657908033
1860,2023-02-16 15:07:26.819,General ,TWITTER,Community Engagement ,1349,31,Photo,2.2979985174203117
1861,2023-02-16 15:02:44.000,General ,INSTAGRAM,Community Engagement ,2998,0,Photo,0.0
1862,2023-02-16 15:02:25.865,General ,TWITTER,Community Engagement ,957,23,Video,2.4033437826541273
1863,2023-02-16 14:58:13.324,General ,TWITTER,Community Engagement ,26477,398,Photo,1.503191449182309
1864,2023-02-16 14:55:55.395,General ,TWITTER,Community Engagement ,4845,112,Video,2.3116615067079462
1865,2023-02-16 14:55:44.000,General ,FBPAGE,N/A ,10009,270,Photo,2.69757218503347
1866,2023-02-16 14:55:29.975,General ,TWITTER,Community Engagement ,22006,461,Video,2.094883213668999
1867,2023-02-16 14:55:18.027,DOTA2,TWITTER,N/A ,1626,46,Photo,2.8290282902829027
1868,2023-02-16 14:48:25.000,General ,INSTAGRAM,Community Engagement ,3057,0,Video,0.0
1869,2023-02-16 14:43:35.553,DOTA2,TWITTER,N/A ,21,1,Text,4.761904761904762
1870,2023-02-16 14:42:52.000,General ,FBPAGE,N/A ,4832,209,Video,4.325331125827814
1871,2023-02-16 14:42:11.276,General ,TWITTER,Community Engagement ,20040,574,Video,2.8642714570858283
1872,2023-02-16 14:41:11.395,DOTA2,TWITTER,N/A ,957,34,Video,3.5527690700104495
1873,2023-02-16 14:37:39.768,DOTA2,TWITTER,N/A ,8,2,Text,25.0
1874,2023-02-16 14:36:08.374,DOTA2,TWITTER,N/A ,8,2,Text,25.0
1875,2023-02-16 14:32:19.869,DOTA2,TWITTER,N/A ,729,11,Text,1.5089163237311385
1876,2023-02-16 14:28:34.638,General ,TWITTER,Community Engagement ,15157,277,Video,1.8275384310879463
1877,2023-02-16 14:28:12.650,DOTA2,TWITTER,N/A ,131,11,Photo,8.396946564885496
1878,2023-02-16 14:17:34.041,DOTA2,TWITTER,N/A ,595,3,Text,0.5042016806722689
1879,2023-02-16 14:16:18.838,DOTA2,TWITTER,N/A ,792,11,Video,1.3888888888888888
1880,2023-02-16 14:13:13.139,DOTA2,TWITTER,N/A ,637,16,Text,2.511773940345369
1881,2023-02-16 14:08:50.000,General ,FBPAGE,N/A ,8337,96,Photo,1.1514933429291112
1882,2023-02-16 14:08:48.810,DOTA2,TWITTER,N/A ,526,1,Photo,0.19011406844106463
1883,2023-02-16 14:01:12.433,DOTA2,TWITTER,Evil Exhibited ,1366,43,Text,3.1478770131771596
1884,2023-02-16 13:58:41.000,General ,INSTAGRAM,Community Engagement ,3211,0,Photo,0.0
1885,2023-02-16 13:50:14.118,General ,TWITTER,Community Engagement ,15979,65,Photo,0.40678390387383445
1886,2023-02-16 13:44:58.765,DOTA2,TWITTER,N/A ,1310,98,Video,7.480916030534352
1887,2023-02-16 13:43:25.000,General ,INSTAGRAM,Community Engagement ,3338,0,Video,0.0
1888,2023-02-16 13:39:30.000,General ,INSTAGRAM,Community Engagement ,3528,0,Video,0.0
1889,2023-02-16 13:23:11.000,General ,INSTAGRAM,Community Engagement ,4160,0,Photo,0.0
1890,2023-02-16 13:22:42.203,DOTA2,TWITTER,N/A ,231,4,Text,1.7316017316017316
1891,2023-02-16 13:11:33.270,DOTA2,TWITTER,N/A ,2207,136,Text,6.162211146352515
1893,2023-02-16 13:05:23.777,DOTA2,TWITTER,N/A ,597,7,Photo,1.1725293132328307
1894,2023-02-16 13:00:49.986,General ,TWITTER,Evil Exhibited ,13282,336,Link,2.5297394970636953
1895,2023-02-16 13:00:49.571,General ,TWITTER,Evil Exhibited ,16676,578,Video,3.466059006956104
1896,2023-02-16 13:00:03.000,General ,FBPAGE,N/A ,26716,1388,Photo,5.195388531217248
1897,2023-02-16 13:00:00.453,DOTA2,TWITTER,N/A ,1321,34,Photo,2.5738077214231643
1898,2023-02-16 12:46:09.989,DOTA2,TWITTER,N/A ,478,23,Text,4.811715481171548
1899,2023-02-16 12:01:41.790,DOTA2,TWITTER,N/A ,716,11,Video,1.536312849162011
1900,2023-02-16 12:00:34.000,General ,INSTAGRAM,Evergreen ,14295,238,Video,1.664917803427772
1901,2023-02-16 12:00:07.000,General ,TIKTOK_BUSINESS,Evergreen ,4039,102,Video,2.525377568705125
1902,2023-02-16 12:00:05.318,General ,YOUTUBE,Evergreen ,830,30,Video,3.614457831325301
1903,2023-02-16 12:00:02.659,General ,TWITTER,Community Engagement ,15816,128,Photo,0.8093070308548306
1904,2023-02-16 11:00:23.759,General ,TWITTER,Evil Exhibited ,26330,392,Photo,1.4887960501329283
1905,2023-02-16 10:46:00.827,General ,TWITTER,Evil Exhibited ,412,18,Video,4.368932038834951
1906,2023-02-16 10:11:29.818,DOTA2,TWITTER,Evil Exhibited ,3218,49,Text,1.5226848974518334
1908,2023-02-16 10:00:02.993,General ,TWITTER,Evil Exhibited ,217730,8568,Photo,3.935149037799109
1909,2023-02-16 09:55:55.458,DOTA2,TWITTER,N/A ,272,2,Text,0.7352941176470588
1911,2023-02-16 09:00:34.000,General ,INSTAGRAM,Evergreen ,172597,3459,Video,2.0040904534841277
1912,2023-02-16 09:00:07.519,General,LINKEDIN_COMPANY,Community Engagement ,2224,33,Photo,1.4838129496402876
1913,2023-02-16 09:00:06.000,General ,TIKTOK_BUSINESS,Evergreen ,2038,87,Video,4.268891069676154
1914,2023-02-16 09:00:05.066,General ,YOUTUBE,Evergreen ,760,25,Video,3.289473684210526
1915,2023-02-16 09:00:03.042,General ,TWITTER,Community Engagement ,12772,66,Photo,0.5167554024428437
1916,2023-02-16 09:00:01.000,General ,FBPAGE,Community Engagement ,13520,69,Photo,0.5103550295857988
1917,2023-02-16 05:17:59.890,DOTA2,TWITTER,N/A ,1377,3,Text,0.2178649237472767
1918,2023-02-15 17:59:18.870,General ,TWITTER,Evil Exhibited ,22565,1066,Video,4.724130290272546
1919,2023-02-15 17:01:47.094,DOTA2,TWITTER,N/A ,261,6,Text,2.2988505747126435
1920,2023-02-15 17:00:33.718,DOTA2,TWITTER,N/A ,1579,48,Text,3.0398986700443316
1921,2023-02-15 15:44:30.000,Valorant,YOUTUBE,Evil Exhibited ,283,20,Video,7.06713780918728
1922,2023-02-15 15:33:32.272,General ,TWITTER,Community Engagement ,18063,162,Photo,0.8968609865470852
1923,2023-02-15 15:14:13.574,General ,TWITTER,Community Engagement ,4184,47,Text,1.1233269598470363
1924,2023-02-15 15:01:32.654,General ,TWITTER,Community Engagement ,4702,116,Text,2.467035304125904
1925,2023-02-15 15:00:13.787,DOTA2,TWITTER,N/A ,492,9,Text,1.8292682926829267
1927,2023-02-15 14:59:24.000,General ,FBPAGE,N/A ,10376,152,Photo,1.4649190439475714
1928,2023-02-15 14:59:08.819,DOTA2,TWITTER,N/A ,920,16,Photo,1.7391304347826086
1929,2023-02-15 14:57:24.902,DOTA2,TWITTER,N/A ,820,22,Video,2.682926829268293
1930,2023-02-15 14:56:44.000,General ,FBPAGE,N/A ,4780,208,Video,4.351464435146443
1931,2023-02-15 14:55:50.561,General ,TWITTER,Community Engagement ,29703,177,Text,0.5958994041005958
1932,2023-02-15 14:54:25.885,General ,TWITTER,Community Engagement ,30374,447,Photo,1.4716533877658524
1933,2023-02-15 14:49:07.565,DOTA2,TWITTER,N/A ,537,10,Text,1.86219739292365
1937,2023-02-15 14:40:27.282,DOTA2,TWITTER,N/A ,368,15,Text,4.076086956521739
1939,2023-02-15 14:38:40.367,General ,TWITTER,Community Engagement ,25235,213,Text,0.8440657816524668
1944,2023-02-15 14:35:59.207,DOTA2,TWITTER,N/A ,314,3,Text,0.9554140127388535
1945,2023-02-15 14:30:18.116,DOTA2,TWITTER,N/A ,880,29,Video,3.295454545454545
1946,2023-02-15 14:26:11.331,DOTA2,TWITTER,N/A ,694,16,Text,2.3054755043227666
1947,2023-02-15 14:23:07.337,DOTA2,TWITTER,N/A ,110,1,Video,0.9090909090909091
1948,2023-02-15 14:18:24.816,DOTA2,TWITTER,N/A ,1446,38,Photo,2.627939142461964
1949,2023-02-15 14:10:12.000,General ,INSTAGRAM,Community Engagement ,2392,0,Video,0.0
1950,2023-02-15 14:06:30.927,DOTA2,TWITTER,N/A ,605,7,Photo,1.1570247933884297
1951,2023-02-15 14:04:42.066,General ,TWITTER,Community Engagement ,23556,891,Video,3.782475802343352
1952,2023-02-15 14:03:01.000,General ,FBPAGE,N/A ,9236,98,Photo,1.061065396275444
1953,2023-02-15 14:02:59.755,DOTA2,TWITTER,N/A ,433,8,Photo,1.8475750577367205
1954,2023-02-15 14:02:35.193,General ,TWITTER,Community Engagement ,34447,313,Photo,0.9086422620257207
1955,2023-02-15 14:00:51.000,General ,INSTAGRAM,Community Engagement ,183,1,Video,0.546448087431694
1956,2023-02-15 14:00:07.000,General ,TIKTOK_BUSINESS,Community Engagement ,145,6,Video,4.137931034482759
1958,2023-02-15 13:30:01.816,General ,TWITTER,Community Engagement ,14936,80,Photo,0.5356186395286556
1959,2023-02-15 13:15:04.041,General ,TWITTER,Community Engagement ,15980,340,Video,2.127659574468085
1960,2023-02-15 13:00:30.316,General ,TWITTER,Community Engagement ,1929,27,Text,1.3996889580093312
1961,2023-02-15 12:57:31.000,General ,INSTAGRAM,Community Engagement ,2131,0,Photo,0.0
1962,2023-02-15 12:55:15.728,General ,TWITTER,Evil Exhibited ,20789,1105,Photo,5.315310981769205
1963,2023-02-15 12:53:14.000,General ,INSTAGRAM,Community Engagement ,2250,0,Photo,0.0
1964,2023-02-15 12:36:08.340,CSGO,TWITTER,Community Engagement ,350,18,Text,5.142857142857142
1968,2023-02-15 12:32:05.142,DOTA2,TWITTER,N/A ,497,8,Photo,1.6096579476861168
1969,2023-02-15 12:31:04.471,DOTA2,TWITTER,N/A ,761,8,Video,1.0512483574244416
1970,2023-02-15 12:30:59.000,General ,FBPAGE,N/A ,13811,891,Video,6.451379335312432
1971,2023-02-15 12:25:39.214,DOTA2,TWITTER,N/A ,157,10,Text,6.369426751592357
1972,2023-02-15 11:49:52.000,General ,INSTAGRAM,Evil Exhibited ,18984,314,Video,1.654024441635061
1973,2023-02-15 11:49:36.000,General ,TIKTOK_BUSINESS,Evil Exhibited ,1594,48,Video,3.0112923462986196
1974,2023-02-15 11:49:35.151,General ,YOUTUBE,Evil Exhibited ,434,11,Video,2.5345622119815667
1975,2023-02-15 11:47:27.073,General ,TWITTER,Evil Exhibited ,172,6,Text,3.488372093023256
1976,2023-02-15 11:45:34.774,General ,TWITTER,Evil Exhibited ,1880,81,Text,4.308510638297872
1977,2023-02-15 11:45:19.307,General ,TWITTER,Evil Exhibited ,1881,50,Text,2.658160552897395
1985,2023-02-15 11:42:03.000,General ,INSTAGRAM,Evil Exhibited ,2193,0,Photo,0.0
1986,2023-02-15 11:38:58.799,General ,TWITTER,Evil Exhibited ,18112,646,Photo,3.5666961130742045
1991,2023-02-15 11:36:10.000,General ,INSTAGRAM,Evil Exhibited ,2237,0,Photo,0.0
1993,2023-02-15 11:34:03.000,General ,INSTAGRAM,Evil Exhibited ,2266,0,Video,0.0
1994,2023-02-15 11:25:06.301,General ,TWITTER,N/A ,2954,57,Text,1.929587000677048
1996,2023-02-15 11:24:10.970,General ,TWITTER,Evil Exhibited ,5454,341,Photo,6.252291895856252
1997,2023-02-15 11:22:23.913,DOTA2,TWITTER,N/A ,965,28,Text,2.901554404145078
1999,2023-02-15 11:21:41.834,DOTA2,TWITTER,Evil Exhibited ,4118,328,Video,7.96503156872268
2000,2023-02-15 11:21:26.000,General ,FBPAGE,Evil Exhibited ,8001,824,Video,10.298712660917385
2004,2023-02-15 11:18:12.814,General ,TWITTER,Evil Exhibited ,40785,2739,Video,6.7157043030525925
2005,2023-02-15 11:15:09.827,General ,TWITTER,Evil Exhibited ,429,35,Video,8.158508158508159
2006,2023-02-15 11:13:40.000,General ,INSTAGRAM,Evil Exhibited ,2332,0,Video,0.0
2007,2023-02-15 11:12:42.364,General ,TWITTER,Evil Exhibited ,1768,54,Text,3.0542986425339365
2010,2023-02-15 11:09:14.000,General ,INSTAGRAM,Community Engagement ,2387,0,Video,0.0
2012,2023-02-15 11:08:06.000,General ,INSTAGRAM,Evil Exhibited ,2465,0,Video,0.0
2013,2023-02-15 11:07:40.238,General ,TWITTER,Evil Exhibited ,2057,60,Text,2.916869227029655
2016,2023-02-15 11:07:18.000,General ,INSTAGRAM,Evil Exhibited ,2522,0,Photo,0.0
2017,2023-02-15 11:06:57.000,General ,INSTAGRAM,Evil Exhibited ,2557,0,Video,0.0
2018,2023-02-15 11:06:45.515,General ,TWITTER,Evil Exhibited ,1260,49,Text,3.888888888888889
2020,2023-02-15 11:05:27.750,General ,TWITTER,Evil Exhibited ,828,7,Text,0.8454106280193237
2022,2023-02-15 11:03:01.926,General ,TWITTER,Evil Exhibited ,5831,337,Video,5.779454638998457
2024,2023-02-15 11:02:16.825,General ,TWITTER,Evil Exhibited ,201,2,Text,0.9950248756218906
2025,2023-02-15 10:59:49.434,General ,TWITTER,Evil Exhibited ,23210,859,Video,3.7009909521757858
2028,2023-02-15 10:56:41.000,General ,FBPAGE,Evil Exhibited ,23769,966,Photo,4.064117127350751
2029,2023-02-15 10:56:35.805,DOTA2,TWITTER,Evil Exhibited ,1220,62,Photo,5.081967213114754
2030,2023-02-15 10:55:01.478,General ,TWITTER,Evil Exhibited ,148048,8498,Video,5.740030260456068
2031,2023-02-15 10:53:54.275,General ,TWITTER,Evil Exhibited ,94325,2022,Photo,2.143652266101246
2032,2023-02-15 10:53:52.000,General ,INSTAGRAM,Evil Exhibited ,2732,0,Photo,0.0
2033,2023-02-15 10:43:09.659,DOTA2,TWITTER,Evil Exhibited ,1213,43,Text,3.544929925803792
2034,2023-02-15 10:36:33.169,General ,TWITTER,Evil Exhibited ,1278,48,Video,3.755868544600939
2035,2023-02-15 10:36:25.629,General ,TWITTER,Evil Exhibited ,98264,7122,Mixed,7.247822193275258
2036,2023-02-15 10:21:12.629,DOTA2,TWITTER,Evil Exhibited ,567,4,Video,0.7054673721340388
2037,2023-02-15 10:17:35.638,DOTA2,TWITTER,Evil Exhibited ,320,4,Text,1.25
2038,2023-02-15 10:15:57.763,General ,TWITTER,Evil Exhibited ,414,9,Video,2.1739130434782608
2039,2023-02-15 10:15:52.088,DOTA2,TWITTER,Evil Exhibited ,656,17,Text,2.591463414634146
2040,2023-02-15 10:09:19.000,General ,FBPAGE,Evil Exhibited ,6416,52,Link,0.8104738154613467
2041,2023-02-15 10:08:58.743,DOTA2,TWITTER,Evil Exhibited ,398,6,Link,1.507537688442211
2042,2023-02-15 10:02:43.907,General ,TWITTER,Evil Exhibited ,470,8,Video,1.702127659574468
2044,2023-02-15 10:02:10.051,General ,TWITTER,Community Engagement ,192,3,Text,1.5625
2045,2023-02-15 10:01:38.389,General ,TWITTER,Evil Exhibited ,113688,11048,Video,9.717824220674126
2051,2023-02-15 09:59:37.000,General ,INSTAGRAM,Evil Exhibited ,2749,0,Video,0.0
2055,2023-02-15 09:56:20.213,DOTA2,TWITTER,Evil Exhibited ,412,14,Text,3.3980582524271843
2056,2023-02-15 09:56:17.565,General ,TWITTER,Evil Exhibited ,18681,805,Video,4.309191156790321
2057,2023-02-15 09:52:55.797,General ,TWITTER,Evil Exhibited ,35472,1254,Video,3.535182679296346
2060,2023-02-15 09:40:11.880,General ,TWITTER,Evil Exhibited ,16378,449,Photo,2.7414824764928563
2061,2023-02-15 09:39:54.000,General ,INSTAGRAM,Evil Exhibited ,2858,0,Video,0.0
2063,2023-02-15 09:30:43.000,General ,INSTAGRAM,Evil Exhibited ,2913,0,Photo,0.0
2065,2023-02-15 09:30:11.000,General ,INSTAGRAM,Evil Exhibited ,2980,0,Video,0.0
2067,2023-02-15 09:29:38.000,General ,INSTAGRAM,Evil Exhibited ,3061,0,Video,0.0
2068,2023-02-15 09:26:59.864,DOTA2,TWITTER,Evil Exhibited ,238,1,Text,0.42016806722689076
2072,2023-02-15 09:20:14.000,General ,INSTAGRAM,Evil Exhibited ,3195,0,Photo,0.0
2074,2023-02-15 09:19:05.000,General ,INSTAGRAM,Evil Exhibited ,3289,0,Photo,0.0
2084,2023-02-15 09:17:39.000,General ,INSTAGRAM,Evil Exhibited ,3384,0,Video,0.0
2086,2023-02-15 09:12:59.000,General ,INSTAGRAM,Evil Exhibited ,3631,0,Photo,0.0
2087,2023-02-15 09:11:33.927,DOTA2,TWITTER,Evil Exhibited ,395,6,Text,1.5189873417721518
2088,2023-02-15 09:07:03.000,General ,FBPAGE,Evil Exhibited ,10632,171,Photo,1.608352144469526
2089,2023-02-15 09:06:26.032,DOTA2,TWITTER,Evil Exhibited ,502,14,Photo,2.788844621513944
2090,2023-02-15 09:03:53.692,DOTA2,TWITTER,Evil Exhibited ,136,3,Text,2.2058823529411766
2091,2023-02-15 09:02:37.449,General ,TWITTER,Evil Exhibited ,11966,119,Photo,0.994484372388434
2092,2023-02-15 09:02:35.000,General ,INSTAGRAM,Evil Exhibited ,3814,0,Photo,0.0
2094,2023-02-15 08:59:03.000,General ,INSTAGRAM,Evil Exhibited ,4004,0,Photo,0.0
2095,2023-02-15 08:55:11.927,General ,TWITTER,Evil Exhibited ,1114,24,Text,2.154398563734291
2097,2023-02-15 08:45:58.475,DOTA2,TWITTER,N/A ,328,9,Text,2.7439024390243905
2098,2023-02-15 08:44:56.472,General ,TWITTER,Evil Exhibited ,13444,214,Photo,1.5917881582862243
2099,2023-02-15 08:30:01.793,General ,TWITTER,Evil Exhibited ,13128,119,Photo,0.9064594759293113
2100,2023-02-15 08:18:10.216,General ,TWITTER,Evil Exhibited ,10624,471,Video,4.43335843373494
2101,2023-02-15 08:15:27.960,General ,TWITTER,Evil Exhibited ,1858,184,Video,9.903121636167922
2102,2023-02-15 08:14:29.757,General ,TWITTER,Evil Exhibited ,459,28,Video,6.1002178649237475
2103,2023-02-15 08:14:20.000,General ,INSTAGRAM,Evil Exhibited ,4416,0,Video,0.0
2104,2023-02-15 08:13:59.074,General ,TWITTER,Evil Exhibited ,536,6,Text,1.1194029850746268
2106,2023-02-15 08:07:13.000,General ,INSTAGRAM,Evil Exhibited ,5380,0,Photo,0.0
2107,2023-02-15 08:00:28.893,General ,TWITTER,Evil Exhibited ,20245,654,Photo,3.2304272659916027
2108,2023-02-15 08:00:11.000,General ,FBPAGE,Evil Exhibited ,17050,1392,Photo,8.164222873900293
2109,2023-02-15 08:00:10.064,DOTA2,TWITTER,Evil Exhibited ,1294,58,Photo,4.482225656877898
2110,2023-02-15 07:58:17.000,General ,YOUTUBE,N/A ,3309,126,Video,3.8077969174977335
2111,2023-02-15 07:36:48.000,General ,INSTAGRAM,Community Engagement ,9872,231,Photo,2.3399513776337115
2113,2023-02-15 07:36:38.233,General ,TWITTER,Community Engagement ,18578,144,Photo,0.775110345570029
2116,2023-02-15 07:01:05.054,DOTA2,TWITTER,N/A ,503,4,Text,0.7952286282306162
2118,2023-02-15 07:00:04.000,General ,FBPAGE,Evil Exhibited ,3395,176,Photo,5.184094256259205
2119,2023-02-15 07:00:01.547,DOTA2,TWITTER,Evil Exhibited ,1058,30,Photo,2.835538752362949
2120,2023-02-15 05:25:36.443,General ,TWITTER,Evil Exhibited ,506,21,Video,4.150197628458498
2123,2023-02-14 18:51:46.536,General ,TWITTER,Community Engagement ,697,15,Video,2.1520803443328553
2125,2023-02-14 18:01:11.360,CSGO,TWITTER,Community Engagement ,1890,28,Photo,1.4814814814814816
2126,2023-02-14 17:22:35.073,DOTA2,TWITTER,N/A ,263,10,Text,3.802281368821293
2128,2023-02-14 16:54:33.345,DOTA2,TWITTER,Evil Exhibited ,10448,1343,Video,12.854134762633999
2129,2023-02-14 16:52:09.897,CSGO,TWITTER,Community Engagement ,2422,18,Photo,0.7431874483897605
2130,2023-02-14 16:43:54.171,General ,TWITTER,Evil Exhibited ,13646,226,Text,1.6561629781620988
2131,2023-02-14 16:43:30.462,General ,TWITTER,Evil Exhibited ,37402,1230,Video,3.2885941928239135
2132,2023-02-14 15:35:06.155,CSGO,TWITTER,Community Engagement ,1056,19,Photo,1.7992424242424243
2133,2023-02-14 14:52:10.453,DOTA2,TWITTER,N/A ,542,15,Photo,2.7675276752767526
2134,2023-02-14 14:51:03.390,DOTA2,TWITTER,N/A ,672,16,Text,2.380952380952381
2135,2023-02-14 14:39:56.639,CSGO,TWITTER,Community Engagement ,2602,414,Video,15.910837817063797
2136,2023-02-14 14:35:32.634,CSGO,TWITTER,Community Engagement ,4499,83,Photo,1.8448544120915762
2137,2023-02-14 14:00:04.958,General ,TWITTER,Community Engagement ,27261,719,Photo,2.637467444334397
2139,2023-02-14 12:29:29.000,General ,INSTAGRAM,Evergreen ,8591,158,Video,1.8391339774182285
2140,2023-02-14 12:29:20.000,General ,TIKTOK_BUSINESS,Evergreen ,195,10,Video,5.128205128205128
2141,2023-02-14 12:29:04.199,General ,YOUTUBE,Evergreen ,371,9,Video,2.4258760107816713
2142,2023-02-14 12:00:08.824,General ,TWITTER,Community Engagement ,11252,94,Photo,0.835407038748667
2143,2023-02-14 12:00:02.660,General ,TWITTER,Community Engagement ,127547,1703,Photo,1.3351940853175692
2144,2023-02-14 11:36:04.000,General ,FBPAGE,Evil Exhibited ,20826,697,Photo,3.3467780658791892
2145,2023-02-14 11:35:34.765,DOTA2,TWITTER,Evil Exhibited ,818,23,Photo,2.8117359413202934
2146,2023-02-14 11:01:40.123,General ,TWITTER,Evil Exhibited ,17932,519,Video,2.8942672317644433
2152,2023-02-14 11:01:18.000,General ,INSTAGRAM,Evil Exhibited ,6287,97,Video,1.5428662319071098
2153,2023-02-14 11:00:00.000,General ,FBPAGE,Evil Exhibited ,6504,166,Video,2.552275522755228
2154,2023-02-14 10:00:27.000,General ,INSTAGRAM,Evil Exhibited ,6224,87,Video,1.397814910025707
2155,2023-02-14 10:00:15.682,General ,TWITTER,Evil Exhibited ,12167,114,Video,0.9369606312155832
2156,2023-02-14 10:00:06.000,General ,FBPAGE,N/A ,6179,368,Video,5.955656255057453
2157,2023-02-14 10:00:00.000,General ,FBPAGE,Evil Exhibited ,5420,92,Video,1.6974169741697416
2158,2023-02-14 09:30:41.000,General ,INSTAGRAM,Community Engagement ,6794,75,Video,1.1039152193111568
2159,2023-02-14 09:30:08.000,General ,TIKTOK_BUSINESS,Community Engagement ,151,6,Video,3.9735099337748347
2160,2023-02-14 09:04:28.083,General ,TWITTER,Evil Exhibited ,10789,107,Link,0.9917508573547131
2161,2023-02-14 08:34:29.443,General ,TWITTER,Evil Exhibited ,718,3,Text,0.4178272980501393
2162,2023-02-14 08:34:22.074,General ,TWITTER,Evil Exhibited ,1799,7,Text,0.38910505836575876
